categories,distance,geocodes,name
"[{'id': 10000, 'name': 'Arts and Entertainment', 'short_name': 'Arts & Entertainment', 'plural_name': 'Arts and Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}, {'id': 13035, 'name': 'Coffee Shop', 'short_name': 'Coffee Shop', 'plural_name': 'Coffee Shops', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",250,"{'drop_off': {'latitude': 60.158746, 'longitude': 24.915063}, 'main': {'latitude': 60.15861, 'longitude': 24.9151}, 'roof': {'latitude': 60.15861, 'longitude': 24.9151}}",Victoria's Cafe & Bakery
"[{'id': 16037, 'name': 'Playground', 'short_name': 'Playground', 'plural_name': 'Playgrounds', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/playground_', 'suffix': '.png'}}]",254,"{'main': {'latitude': 60.158298, 'longitude': 24.908501}}",Saukonpaaden Leikkipuisto
"[{'id': 16037, 'name': 'Playground', 'short_name': 'Playground', 'plural_name': 'Playgrounds', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/playground_', 'suffix': '.png'}}]",256,"{'main': {'latitude': 60.156638, 'longitude': 24.916792}}",Leikkipaikka Tyrsky
"[{'id': 16037, 'name': 'Playground', 'short_name': 'Playground', 'plural_name': 'Playgrounds', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/playground_', 'suffix': '.png'}}]",272,"{'drop_off': {'latitude': 60.157434, 'longitude': 24.916008}, 'main': {'latitude': 60.157918, 'longitude': 24.91662}, 'roof': {'latitude': 60.157918, 'longitude': 24.91662}}",Päiväkoti Hei Jätkäsaari Leikkialue
"[{'id': 13276, 'name': 'Sushi Restaurant', 'short_name': 'Sushi', 'plural_name': 'Sushi Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",272,"{'main': {'latitude': 60.159343, 'longitude': 24.911725}, 'roof': {'latitude': 60.159343, 'longitude': 24.911725}}",Roll Sushi
"[{'id': 13027, 'name': 'Bistro', 'short_name': 'Bistro', 'plural_name': 'Bistros', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",274,"{'main': {'latitude': 60.155174, 'longitude': 24.915561}, 'roof': {'latitude': 60.155174, 'longitude': 24.915561}}",Vessel Bistro
"[{'id': 10000, 'name': 'Arts and Entertainment', 'short_name': 'Arts & Entertainment', 'plural_name': 'Arts and Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}]",278,"{'drop_off': {'latitude': 60.159308, 'longitude': 24.913491}, 'main': {'latitude': 60.159351, 'longitude': 24.913521}}",King Eklund Productions
"[{'id': 16032, 'name': 'Park', 'short_name': 'Park', 'plural_name': 'Parks', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}}]",279,"{'main': {'latitude': 60.158191, 'longitude': 24.9076}}",Saukonpaadenpuisto
"[{'id': 13379, 'name': 'Vietnamese Restaurant', 'short_name': 'Vietnamese', 'plural_name': 'Vietnamese Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/vietnamese_', 'suffix': '.png'}}]",281,"{'main': {'latitude': 60.158761, 'longitude': 24.91582}, 'roof': {'latitude': 60.158761, 'longitude': 24.91582}}",Be My Guest
"[{'id': 13034, 'name': 'Café', 'short_name': 'Café', 'plural_name': 'Cafés', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13276, 'name': 'Sushi Restaurant', 'short_name': 'Sushi', 'plural_name': 'Sushi Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",282,"{'main': {'latitude': 60.159337, 'longitude': 24.911621}, 'roof': {'latitude': 60.159337, 'longitude': 24.911621}}",Jätkäsaaren Sushi / Phimiso Sushi
"[{'id': 10024, 'name': 'Movie Theater', 'short_name': 'Movie Theater', 'plural_name': 'Movie Theaters', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/movietheater_', 'suffix': '.png'}}]",282,"{'drop_off': {'latitude': 60.158904, 'longitude': 24.915628}, 'main': {'latitude': 60.158803, 'longitude': 24.915656}, 'roof': {'latitude': 60.158803, 'longitude': 24.915656}}","Walhalla ry, Walhalla rf"
"[{'id': 10000, 'name': 'Arts and Entertainment', 'short_name': 'Arts & Entertainment', 'plural_name': 'Arts and Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}]",293,"{'drop_off': {'latitude': 60.159553, 'longitude': 24.910998}, 'main': {'latitude': 60.159505, 'longitude': 24.910964}, 'roof': {'latitude': 60.159505, 'longitude': 24.910964}}",Tmi Helen Karim
"[{'id': 13064, 'name': 'Pizzeria', 'short_name': 'Pizza', 'plural_name': 'Pizzerias', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}]",295,"{'main': {'latitude': 60.154516, 'longitude': 24.910202}}",Baba's House
"[{'id': 10000, 'name': 'Arts and Entertainment', 'short_name': 'Arts & Entertainment', 'plural_name': 'Arts and Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}, {'id': 13034, 'name': 'Café', 'short_name': 'Café', 'plural_name': 'Cafés', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",308,"{'main': {'latitude': 60.158264, 'longitude': 24.917102}, 'roof': {'latitude': 60.158264, 'longitude': 24.917102}}",KahVelo Oy
"[{'id': 10051, 'name': 'Stadium', 'short_name': 'Stadium', 'plural_name': 'Stadiums', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_', 'suffix': '.png'}}]",311,"{'main': {'latitude': 60.159453, 'longitude': 24.9143}}",Poolokenttä
"[{'id': 16037, 'name': 'Playground', 'short_name': 'Playground', 'plural_name': 'Playgrounds', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/playground_', 'suffix': '.png'}}]",316,"{'main': {'latitude': 60.159602, 'longitude': 24.913329}}",Leikkipaikka Selkämerenpuisto
"[{'id': 16032, 'name': 'Park', 'short_name': 'Park', 'plural_name': 'Parks', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}}]",318,"{'main': {'latitude': 60.157379, 'longitude': 24.918066}}",Hyväntoivonpuisto
"[{'id': 10043, 'name': 'Theater', 'short_name': 'Theater', 'plural_name': 'Theaters', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/performingarts_theater_', 'suffix': '.png'}}]",321,"{'main': {'latitude': 60.158816, 'longitude': 24.915866}, 'roof': {'latitude': 60.158816, 'longitude': 24.915866}}",Teater Viirus
"[{'id': 10043, 'name': 'Theater', 'short_name': 'Theater', 'plural_name': 'Theaters', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/performingarts_theater_', 'suffix': '.png'}}]",323,"{'main': {'latitude': 60.159198, 'longitude': 24.908537}}",Jamkicks Osakeyhtiö
"[{'id': 13352, 'name': 'Thai Restaurant', 'short_name': 'Thai', 'plural_name': 'Thai Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/thai_', 'suffix': '.png'}}]",328,"{'main': {'latitude': 60.154904, 'longitude': 24.907867}}",Krung Thep Thai Bistro Jätkäsaari
"[{'id': 16037, 'name': 'Playground', 'short_name': 'Playground', 'plural_name': 'Playgrounds', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/playground_', 'suffix': '.png'}}]",335,"{'main': {'latitude': 60.157331, 'longitude': 24.918218}}",Hyväntoivonpuiston leikkipaikka
"[{'id': 13263, 'name': 'Japanese Restaurant', 'short_name': 'Japanese', 'plural_name': 'Japanese Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}}]",336,"{'main': {'latitude': 60.154918, 'longitude': 24.907747}}",Mashiro Jätkäsaari
"[{'id': 16006, 'name': 'Bridge', 'short_name': 'Bridge', 'plural_name': 'Bridges', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/bridge_', 'suffix': '.png'}}]",341,"{'main': {'latitude': 60.159146, 'longitude': 24.916477}}",Rokkiporkkana
"[{'id': 10004, 'name': 'Art Gallery', 'short_name': 'Art Gallery', 'plural_name': 'Art Galleries', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/artgallery_', 'suffix': '.png'}}]",348,"{'drop_off': {'latitude': 60.156892, 'longitude': 24.918756}, 'main': {'latitude': 60.157002, 'longitude': 24.918751}, 'roof': {'latitude': 60.157002, 'longitude': 24.918751}}",Studio Gallery Rio11
"[{'id': 16032, 'name': 'Park', 'short_name': 'Park', 'plural_name': 'Parks', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}}, {'id': 18064, 'name': 'Soccer Field', 'short_name': 'Soccer Field', 'plural_name': 'Soccer Fields', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_soccer_', 'suffix': '.png'}}]",354,"{'drop_off': {'latitude': 60.160172, 'longitude': 24.913284}, 'main': {'latitude': 60.160074, 'longitude': 24.913319}}",Ruoholahti vihreä kenttä
"[{'id': 16013, 'name': 'Dive Spot', 'short_name': 'Dive Spot', 'plural_name': 'Dive Spots', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/divespot_', 'suffix': '.png'}}, {'id': 18065, 'name': 'Sports Club', 'short_name': 'Sports Club', 'plural_name': 'Sports Clubs', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_', 'suffix': '.png'}}, {'id': 19029, 'name': 'Tour Provider', 'short_name': 'Tour Provider', 'plural_name': 'Tour Providers', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}, {'id': 19055, 'name': 'Travel Agency', 'short_name': 'Travel Agency', 'plural_name': 'Travel Agencies', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/travelagency_', 'suffix': '.png'}}]",364,"{'main': {'latitude': 60.156794, 'longitude': 24.918779}, 'roof': {'latitude': 60.156794, 'longitude': 24.918779}}",Suomalainen Sukelluskoulu
"[{'id': 16018, 'name': 'Harbor or Marina', 'short_name': 'Harbor / Marina', 'plural_name': 'Harbors or Marinas', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/harbor_', 'suffix': '.png'}}]",375,"{'main': {'latitude': 60.158584, 'longitude': 24.906331}, 'roof': {'latitude': 60.158584, 'longitude': 24.906331}}",Saukonpaadenrannan Venesatama
"[{'id': 16018, 'name': 'Harbor or Marina', 'short_name': 'Harbor / Marina', 'plural_name': 'Harbors or Marinas', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/harbor_', 'suffix': '.png'}}]",383,"{'main': {'latitude': 60.159718, 'longitude': 24.907659}}",Botskil
"[{'id': 16032, 'name': 'Park', 'short_name': 'Park', 'plural_name': 'Parks', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}}]",387,"{'main': {'latitude': 60.160234, 'longitude': 24.910866}, 'roof': {'latitude': 60.160234, 'longitude': 24.910866}}",Jaalarannanpuisto
"[{'id': 10041, 'name': 'Rock Club', 'short_name': 'Rock Club', 'plural_name': 'Rock Clubs', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/musicvenue_rockclub_', 'suffix': '.png'}}, {'id': 11174, 'name': 'Warehouse', 'short_name': 'Warehouse', 'plural_name': 'Warehouses', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/default_', 'suffix': '.png'}}]",412,"{'main': {'latitude': 60.155993, 'longitude': 24.919415}, 'roof': {'latitude': 60.155993, 'longitude': 24.919415}}",Bunkkeri
"[{'id': 16009, 'name': 'Canal', 'short_name': 'Canal', 'plural_name': 'Canals', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/river_', 'suffix': '.png'}}]",418,"{'main': {'latitude': 60.155496, 'longitude': 24.905214}}",Saukonkanava
"[{'id': 16032, 'name': 'Park', 'short_name': 'Park', 'plural_name': 'Parks', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}}]",19,"{'main': {'latitude': 60.181118, 'longitude': 24.961644}}",Pannukakunpuistikko
"[{'id': 16053, 'name': 'Waterfront', 'short_name': 'Waterfront', 'plural_name': 'Waterfronts', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/river_', 'suffix': '.png'}}]",113,"{'main': {'latitude': 60.182122, 'longitude': 24.962568}, 'roof': {'latitude': 60.182122, 'longitude': 24.962568}}",Sörnäisten rantatie
"[{'id': 10004, 'name': 'Art Gallery', 'short_name': 'Art Gallery', 'plural_name': 'Art Galleries', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/artgallery_', 'suffix': '.png'}}]",120,"{'main': {'latitude': 60.18181, 'longitude': 24.960464}}",Kuva/Tila
"[{'id': 13064, 'name': 'Pizzeria', 'short_name': 'Pizza', 'plural_name': 'Pizzerias', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}]",128,"{'main': {'latitude': 60.182204, 'longitude': 24.962853}}",Jackie-pizzakioski
"[{'id': 10000, 'name': 'Arts and Entertainment', 'short_name': 'Arts & Entertainment', 'plural_name': 'Arts and Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}, {'id': 11001, 'name': 'Advertising Agency', 'short_name': 'Advertising Agency', 'plural_name': 'Advertising Agencies', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/default_', 'suffix': '.png'}}]",132,"{'main': {'latitude': 60.179996, 'longitude': 24.963009}, 'roof': {'latitude': 60.179996, 'longitude': 24.963009}}",Ikoni ja Indeksi Oy
"[{'id': 16008, 'name': 'Campground', 'short_name': 'Campground', 'plural_name': 'Campgrounds', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/campground_', 'suffix': '.png'}}]",141,"{'drop_off': {'latitude': 60.180044, 'longitude': 24.960498}, 'main': {'latitude': 60.18006, 'longitude': 24.960673}, 'roof': {'latitude': 60.18006, 'longitude': 24.960673}}",Suomi Camping Oy
"[{'id': 11039, 'name': 'Event Space', 'short_name': 'Event Space', 'plural_name': 'Event Spaces', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/eventspace_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 18000, 'name': 'Sports and Recreation', 'short_name': 'Sports and Recreation', 'plural_name': 'Sports and Recreation', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_', 'suffix': '.png'}}]",154,"{'main': {'latitude': 60.182296, 'longitude': 24.960323}, 'roof': {'latitude': 60.182296, 'longitude': 24.960323}}",Crepperie Oy
"[{'id': 13003, 'name': 'Bar', 'short_name': 'Bar', 'plural_name': 'Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",163,"{'main': {'latitude': 60.18236, 'longitude': 24.96386}}",Merikerho
"[{'id': 13003, 'name': 'Bar', 'short_name': 'Bar', 'plural_name': 'Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",176,"{'main': {'latitude': 60.179503, 'longitude': 24.961012}, 'roof': {'latitude': 60.179503, 'longitude': 24.961012}}",Ravintola Sir Oliver
"[{'id': 10000, 'name': 'Arts and Entertainment', 'short_name': 'Arts & Entertainment', 'plural_name': 'Arts and Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}]",185,"{'drop_off': {'latitude': 60.181029, 'longitude': 24.958729}, 'main': {'latitude': 60.181149, 'longitude': 24.958782}, 'roof': {'latitude': 60.181149, 'longitude': 24.958782}}",Teatterikorkeakoulun Opetusteatteri
"[{'id': 11124, 'name': 'Office', 'short_name': 'Office', 'plural_name': 'Offices', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/default_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",216,"{'main': {'latitude': 60.182973, 'longitude': 24.959387}, 'roof': {'latitude': 60.182973, 'longitude': 24.959387}}",ISS Palvelut
"[{'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 17000, 'name': 'Retail', 'short_name': 'Retail', 'plural_name': 'Retail', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/default_', 'suffix': '.png'}}]",234,"{'drop_off': {'latitude': 60.179106, 'longitude': 24.960576}, 'main': {'latitude': 60.179116, 'longitude': 24.960693}, 'roof': {'latitude': 60.179116, 'longitude': 24.960693}}",Nicos NM Tmi
"[{'id': 16033, 'name': 'Dog Park', 'short_name': 'Dog Park', 'plural_name': 'Dog Parks', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/dogrun_', 'suffix': '.png'}}]",246,"{'drop_off': {'latitude': 60.183432, 'longitude': 24.964041}, 'main': {'latitude': 60.18322, 'longitude': 24.964169}}",Väinö Vähäkallion puiston koira-aitaus
"[{'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",246,"{'main': {'latitude': 60.179615, 'longitude': 24.958813}}",Ravintola Meritorni
"[{'id': 13236, 'name': 'Italian Restaurant', 'short_name': 'Italian', 'plural_name': 'Italian Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}}]",255,"{'main': {'latitude': 60.18125, 'longitude': 24.957515}}",Madonna
"[{'id': 16037, 'name': 'Playground', 'short_name': 'Playground', 'plural_name': 'Playgrounds', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/playground_', 'suffix': '.png'}}]",268,"{'main': {'latitude': 60.178692, 'longitude': 24.962337}}",Rengaspuisto
"[{'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",288,"{'main': {'latitude': 60.183217, 'longitude': 24.95909}, 'roof': {'latitude': 60.183217, 'longitude': 24.95909}}",Ravintola Opetusneuvos
"[{'id': 10032, 'name': 'Night Club', 'short_name': 'Night Club', 'plural_name': 'Night Clubs', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/nightclub_', 'suffix': '.png'}}]",290,"{'main': {'latitude': 60.183086, 'longitude': 24.959142}}",Post Bar
"[{'id': 10037, 'name': 'Concert Hall', 'short_name': 'Concert Hall', 'plural_name': 'Concert Halls', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/musicvenue_', 'suffix': '.png'}}]",299,"{'main': {'latitude': 60.183693, 'longitude': 24.959979}, 'roof': {'latitude': 60.183693, 'longitude': 24.959979}}",Kaiku
"[{'id': 13336, 'name': 'Scandinavian Restaurant', 'short_name': 'Scandinavian', 'plural_name': 'Scandinavian Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/scandinavian_', 'suffix': '.png'}}]",302,"{'main': {'latitude': 60.183252, 'longitude': 24.95882}, 'roof': {'latitude': 60.183252, 'longitude': 24.95882}}",Ravintola Tanner
